individual_id,YEAR,family_interview_id,psid_state_of_residence_code,family_composition_change,age,sex,number_of_children_in_fu,1968_family_identifier,marital_status,health_status,race,religion,wtr_donated,wtr_donated_to_health_org,amt_of_health_donations,total_donation_amt,total_family_income,wealth_wo_equity,weight,wealth_with_equity,sequence_number,relation_to_rp,year
7035,2009,395.0,34.0,0.0,32.0,1.0,0.0,7.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,23650.0,-2999.0,15.754000000000001,-2999.0,1,10,2009
7035,2011,379.0,34.0,0.0,34.0,1.0,0.0,7.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,60.0,28000.0,-35500.0,16.917,-35500.0,1,10,2011
7035,2013,4775.0,34.0,1.0,36.0,1.0,0.0,7.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,44630.0,108365.0,11.277999999999999,108365.0,1,10,2013
7035,2015,4593.0,34.0,1.0,38.0,1.0,0.0,7.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,30182.0,-95650.0,12.875,-95650.0,1,10,2015
7035,2017,4348.0,34.0,0.0,40.0,1.0,0.0,7.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,5200.0,-31600.0,19.313,-31600.0,1,10,2017
7035,2019,3985.0,34.0,0.0,42.0,1.0,0.0,7.0,1.0,4.0,1.0,15.0,5.0,0.0,0.0,0.0,9452.0,-33800.0,21.255,-33800.0,1,10,2019
7035,2021,2135.0,34.0,0.0,44.0,1.0,0.0,7.0,1.0,5.0,1.0,15.0,5.0,0.0,0.0,25.0,12910.0,401.0,21.255,401.0,1,10,2021
10003,2001,256.0,32.0,0.0,57.0,2.0,0.0,10.0,4.0,4.0,2.0,8.0,1.0,5.0,0.0,450.0,14868.0,-4700.0,8.28,45300.0,1,10,2001
10003,2003,5672.0,32.0,0.0,59.0,2.0,0.0,10.0,4.0,4.0,2.0,8.0,1.0,5.0,0.0,1000.0,7772.0,10550.0,8.581,55550.0,1,10,2003
10003,2005,181.0,32.0,0.0,61.0,2.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,500.0,12140.0,40025.0,8.581,85025.0,1,10,2005
10003,2007,5963.0,32.0,0.0,63.0,2.0,0.0,10.0,4.0,2.0,2.0,8.0,1.0,5.0,0.0,720.0,23232.0,40000.0,8.96,66000.0,1,10,2007
10003,2009,2007.0,32.0,0.0,65.0,2.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,875.0,13641.0,-10000.0,8.96,10000.0,1,10,2009
10003,2011,2486.0,32.0,0.0,67.0,2.0,0.0,10.0,4.0,3.0,2.0,8.0,5.0,0.0,0.0,0.0,17068.0,29600.0,10.013,89600.0,1,10,2011
10003,2013,866.0,32.0,0.0,69.0,2.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,1.0,20.0,520.0,14428.0,4100.0,10.013,48900.0,1,10,2013
10003,2015,698.0,32.0,0.0,71.0,2.0,0.0,10.0,4.0,3.0,2.0,8.0,5.0,0.0,0.0,0.0,14964.0,25200.0,11.7,85200.0,1,10,2015
10003,2017,1119.0,32.0,0.0,73.0,2.0,0.0,10.0,4.0,3.0,2.0,8.0,5.0,0.0,0.0,0.0,19000.0,13700.0,11.7,93700.0,1,10,2017
10003,2019,2935.0,32.0,0.0,75.0,2.0,0.0,10.0,4.0,3.0,2.0,6.0,5.0,0.0,0.0,0.0,24788.0,11900.0,11.619000000000002,211900.0,1,10,2019
10003,2021,1248.0,32.0,0.0,77.0,2.0,0.0,10.0,4.0,4.0,2.0,6.0,5.0,0.0,0.0,400.0,15732.0,37400.0,11.619000000000002,97400.0,1,10,2021
10006,2001,257.0,32.0,0.0,37.0,2.0,3.0,10.0,5.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,16271.0,800.0,4.3580000000000005,800.0,1,10,2001
10006,2003,2507.0,32.0,0.0,39.0,2.0,3.0,10.0,5.0,2.0,2.0,8.0,1.0,5.0,0.0,180.0,12932.0,2700.0,4.58,2700.0,1,10,2003
10006,2005,523.0,32.0,0.0,41.0,2.0,3.0,10.0,5.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,6570.0,3020.0,4.58,3020.0,1,10,2005
10006,2007,6742.0,32.0,0.0,43.0,2.0,2.0,10.0,5.0,3.0,2.0,8.0,1.0,5.0,0.0,250.0,30860.0,2300.0,4.848,2300.0,1,10,2007
10006,2009,3276.0,32.0,0.0,45.0,2.0,1.0,10.0,5.0,2.0,2.0,8.0,1.0,5.0,0.0,40.0,36400.0,5000.0,4.848,5000.0,1,10,2009
10006,2011,8551.0,32.0,1.0,47.0,2.0,1.0,10.0,5.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,31645.0,-13000.0,5.145,-13000.0,1,10,2011
10006,2013,7473.0,32.0,0.0,49.0,2.0,1.0,10.0,5.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,35640.0,7000.0,5.145,7000.0,1,10,2013
10006,2015,6871.0,32.0,1.0,51.0,2.0,1.0,10.0,4.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,50000.0,2000.0,6.05,2000.0,1,10,2015
10006,2017,1458.0,32.0,0.0,53.0,2.0,1.0,10.0,4.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,39000.0,-6000.0,6.05,-6000.0,1,10,2017
10006,2019,3135.0,32.0,1.0,55.0,2.0,0.0,10.0,4.0,3.0,2.0,6.0,5.0,0.0,0.0,0.0,30000.0,-5000.0,9.497,-5000.0,1,10,2019
10006,2021,1623.0,32.0,0.0,57.0,2.0,0.0,10.0,4.0,2.0,2.0,6.0,5.0,0.0,0.0,0.0,23400.0,0.0,9.497,0.0,1,10,2021
10007,2001,1922.0,32.0,0.0,35.0,1.0,0.0,10.0,2.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,26000.0,1800.0,7.805,1800.0,1,10,2001
10007,2003,1087.0,32.0,0.0,37.0,1.0,0.0,10.0,2.0,2.0,2.0,8.0,1.0,5.0,0.0,125.0,27000.0,-1000.0,8.247,-1000.0,1,10,2003
10007,2005,4930.0,32.0,0.0,39.0,1.0,0.0,10.0,2.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,25000.0,2000.0,8.247,2000.0,1,10,2005
10007,2007,6917.0,32.0,0.0,41.0,1.0,0.0,10.0,2.0,3.0,2.0,8.0,1.0,5.0,0.0,700.0,26300.0,5700.0,8.783999999999999,5700.0,1,10,2007
10007,2009,2239.0,32.0,0.0,43.0,1.0,0.0,10.0,2.0,3.0,2.0,8.0,1.0,5.0,0.0,300.0,24000.0,3700.0,8.783999999999999,3700.0,1,10,2009
10007,2011,2506.0,32.0,0.0,45.0,1.0,0.0,10.0,2.0,1.0,2.0,8.0,5.0,0.0,0.0,0.0,25272.0,0.0,9.648,0.0,1,10,2011
10007,2013,2351.0,32.0,0.0,47.0,1.0,0.0,10.0,2.0,2.0,2.0,8.0,5.0,0.0,0.0,0.0,22100.0,2000.0,9.648,2000.0,1,10,2013
10007,2015,1443.0,32.0,0.0,49.0,1.0,0.0,10.0,2.0,3.0,2.0,8.0,5.0,0.0,0.0,0.0,4200.0,2000.0,10.935,2000.0,1,10,2015
10007,2017,1478.0,32.0,0.0,51.0,1.0,0.0,10.0,2.0,4.0,2.0,8.0,1.0,5.0,0.0,200.0,16700.0,3400.0,10.935,3400.0,1,10,2017
10007,2019,2994.0,32.0,0.0,53.0,1.0,0.0,10.0,2.0,5.0,2.0,6.0,5.0,0.0,0.0,0.0,2200.0,2000.0,11.333,2000.0,1,10,2019
10007,2021,1328.0,32.0,0.0,55.0,1.0,0.0,10.0,2.0,4.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,11.333,0.0,1,10,2021
10021,2001,42.0,19.0,8.0,54.0,1.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,250.0,19000.0,56700.0,8.869,56700.0,1,10,2001
10021,2003,634.0,19.0,0.0,56.0,1.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,215.0,17970.0,123200.0,8.869,123200.0,1,10,2003
10021,2005,618.0,19.0,1.0,58.0,1.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,215.0,20800.0,103200.0,4.434,103200.0,1,10,2005
10021,2007,7291.0,32.0,1.0,60.0,1.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,1200.0,14000.0,4700.0,4.662,4700.0,1,10,2007
10021,2009,2250.0,32.0,0.0,62.0,1.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,300.0,13984.0,10100.0,9.325,10100.0,1,10,2009
10021,2011,2581.0,32.0,2.0,64.0,1.0,0.0,10.0,1.0,4.0,2.0,8.0,1.0,5.0,0.0,660.0,39128.0,3500.0,5.263,3500.0,1,10,2011
10021,2013,6294.0,32.0,0.0,66.0,1.0,0.0,10.0,1.0,4.0,2.0,8.0,1.0,5.0,0.0,2000.0,58360.0,65100.0,5.263999999999999,65100.0,1,10,2013
10021,2015,227.0,32.0,0.0,68.0,1.0,0.0,10.0,1.0,4.0,2.0,8.0,1.0,5.0,0.0,4510.0,51182.0,6990.0,6.225,6990.0,1,10,2015
10021,2017,1151.0,32.0,0.0,70.0,1.0,0.0,10.0,1.0,4.0,2.0,8.0,1.0,5.0,0.0,4100.0,50888.0,-3500.0,6.225,-3500.0,1,10,2017
10021,2019,3145.0,32.0,0.0,72.0,1.0,0.0,10.0,1.0,4.0,2.0,6.0,1.0,5.0,0.0,3700.0,56000.0,14000.0,7.63,14000.0,1,10,2019
10021,2021,1298.0,32.0,0.0,74.0,1.0,0.0,10.0,1.0,4.0,2.0,6.0,1.0,1.0,250.0,3850.0,57000.0,61500.0,7.63,61500.0,1,10,2021
11003,2001,492.0,4.0,0.0,48.0,1.0,0.0,11.0,4.0,2.0,9.0,0.0,5.0,0.0,0.0,0.0,32060.0,80000.0,48.92100000000001,224000.0,1,10,2001
11003,2003,2349.0,4.0,0.0,50.0,1.0,0.0,11.0,4.0,1.0,9.0,0.0,1.0,5.0,0.0,0.0,30150.0,615000.0,50.614,758000.0,1,10,2003
11003,2005,1072.0,4.0,0.0,52.0,1.0,0.0,11.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,64000.0,1473000.0,50.614,1673000.0,1,10,2005
11003,2007,667.0,4.0,0.0,54.0,1.0,0.0,11.0,4.0,2.0,1.0,0.0,1.0,1.0,150.0,390.0,63398.0,240000.0,52.768,590000.0,1,10,2007
11003,2009,371.0,4.0,0.0,56.0,1.0,0.0,11.0,4.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,42514.0,335000.0,52.768,535000.0,1,10,2009
11003,2011,30.0,4.0,0.0,58.0,1.0,0.0,11.0,4.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,34780.0,55000.0,57.176,255000.0,1,10,2011
11003,2013,155.0,4.0,0.0,60.0,1.0,0.0,11.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,33673.0,2030000.0,57.176,2130000.0,1,10,2013
11003,2015,187.0,4.0,0.0,62.0,1.0,0.0,11.0,4.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,44093.0,700000.0,66.07300000000001,900000.0,1,10,2015
11003,2017,503.0,4.0,0.0,64.0,1.0,0.0,11.0,4.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,23730.0,1265000.0,66.07300000000001,1465000.0,1,10,2017
11003,2019,649.0,4.0,0.0,66.0,1.0,0.0,11.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,50433.0,150000.0,73.918,425000.0,1,10,2019
11003,2021,289.0,4.0,0.0,68.0,1.0,0.0,11.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,44227.0,88250.0,73.918,388250.0,1,10,2021
14004,2001,260.0,4.0,0.0,37.0,1.0,2.0,14.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,750.0,62000.0,12000.0,28.526999999999997,28500.0,1,10,2001
14004,2003,3853.0,4.0,0.0,40.0,1.0,2.0,14.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,2250.0,85396.0,27000.0,29.643,76000.0,1,10,2003
14004,2005,736.0,4.0,1.0,41.0,1.0,1.0,14.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,1800.0,111737.0,43500.0,29.643,107500.0,1,10,2005
14004,2007,3621.0,4.0,1.0,44.0,1.0,0.0,14.0,1.0,2.0,1.0,0.0,1.0,1.0,100.0,600.0,79461.0,52000.0,31.285999999999998,111500.0,1,10,2007
14004,2009,5994.0,4.0,0.0,46.0,1.0,0.0,14.0,1.0,2.0,1.0,0.0,1.0,1.0,100.0,560.0,100489.0,12000.0,31.285999999999998,62000.0,1,10,2009
14004,2011,1685.0,4.0,0.0,47.0,1.0,0.0,14.0,1.0,3.0,1.0,0.0,1.0,1.0,200.0,585.0,95632.0,17000.0,32.787,-32000.0,1,10,2011
14004,2013,2065.0,4.0,1.0,49.0,1.0,0.0,14.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,1225.0,94521.0,33000.0,32.259,-16000.0,1,10,2013
14004,2015,3257.0,4.0,0.0,51.0,1.0,0.0,14.0,1.0,3.0,1.0,0.0,1.0,1.0,500.0,1000.0,37366.0,65000.0,36.325,65000.0,1,10,2015
14004,2017,1223.0,4.0,0.0,53.0,1.0,0.0,14.0,1.0,4.0,1.0,0.0,1.0,1.0,25.0,215.0,47520.0,57000.0,36.325,57000.0,1,10,2017
14004,2019,1536.0,4.0,0.0,55.0,1.0,0.0,14.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,225.0,49970.0,18000.0,41.045,108000.0,1,10,2019
14004,2021,5387.0,4.0,0.0,57.0,1.0,0.0,14.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,48516.0,79000.0,41.04600000000001,279000.0,1,10,2021
14173,2001,190.0,4.0,0.0,39.0,1.0,2.0,14.0,1.0,1.0,1.0,99.0,1.0,1.0,50.0,750.0,73000.0,126500.0,27.685,231500.0,1,10,2001
14173,2003,2703.0,4.0,0.0,41.0,1.0,2.0,14.0,1.0,1.0,1.0,99.0,1.0,5.0,0.0,775.0,102300.0,75500.0,28.639,236500.0,1,10,2003
14173,2005,677.0,4.0,0.0,43.0,1.0,2.0,14.0,1.0,1.0,3.0,99.0,1.0,1.0,200.0,1000.0,86500.0,119000.0,28.639,260000.0,1,10,2005
14173,2007,2668.0,4.0,0.0,45.0,1.0,2.0,14.0,1.0,1.0,3.0,99.0,1.0,1.0,200.0,1625.0,91500.0,283000.0,30.006,551000.0,1,10,2007
14173,2009,126.0,4.0,0.0,47.0,1.0,2.0,14.0,1.0,1.0,3.0,99.0,1.0,1.0,800.0,2700.0,88250.0,138600.0,30.006,313600.0,1,10,2009
14173,2011,964.0,4.0,1.0,49.0,1.0,1.0,14.0,1.0,2.0,3.0,99.0,1.0,1.0,1000.0,2200.0,93250.0,162000.0,32.091,236000.0,1,10,2011
14173,2013,1865.0,4.0,1.0,51.0,1.0,0.0,14.0,1.0,1.0,3.0,99.0,1.0,1.0,200.0,800.0,100450.0,403200.0,32.091,497200.0,1,10,2013
14173,2015,2839.0,4.0,0.0,53.0,1.0,0.0,14.0,1.0,1.0,3.0,99.0,1.0,1.0,500.0,1000.0,104336.0,455000.0,35.904,580000.0,1,10,2015
14173,2017,1371.0,4.0,0.0,55.0,1.0,0.0,14.0,1.0,1.0,3.0,99.0,1.0,5.0,0.0,1000.0,93050.0,707000.0,35.724000000000004,927000.0,1,10,2017
14173,2019,1611.0,4.0,0.0,57.0,1.0,0.0,14.0,1.0,1.0,3.0,1.0,1.0,1.0,250.0,750.0,63250.0,418000.0,39.966,643000.0,1,10,2019
14173,2021,5083.0,4.0,0.0,59.0,1.0,0.0,14.0,1.0,1.0,3.0,1.0,1.0,0.0,400.0,1100.0,80360.0,1017000.0,39.966,1317000.0,1,10,2021
16002,2001,416.0,4.0,0.0,63.0,2.0,0.0,16.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,0.0,8844.0,3438.0,42.096000000000004,3438.0,1,10,2001
16002,2003,137.0,4.0,0.0,65.0,2.0,0.0,16.0,4.0,4.0,1.0,8.0,9.0,0.0,0.0,0.0,8424.0,-3460.0,43.062,-3460.0,1,10,2003
16002,2005,517.0,4.0,0.0,67.0,2.0,0.0,16.0,4.0,4.0,1.0,8.0,8.0,0.0,0.0,0.0,9336.0,-400.0,43.062,-400.0,1,10,2005
16002,2007,1389.0,4.0,0.0,69.0,2.0,0.0,16.0,4.0,4.0,1.0,8.0,5.0,0.0,0.0,0.0,3057.0,-4880.0,44.306999999999995,-4880.0,1,10,2007
16002,2009,614.0,4.0,0.0,71.0,2.0,0.0,16.0,4.0,5.0,1.0,8.0,9.0,0.0,0.0,0.0,7776.0,-5000.0,44.306999999999995,-5000.0,1,10,2009
16002,2011,4161.0,4.0,0.0,73.0,2.0,0.0,16.0,4.0,3.0,1.0,8.0,9.0,0.0,0.0,0.0,8220.0,0.0,48.778999999999996,0.0,1,10,2011
16002,2013,851.0,4.0,0.0,75.0,2.0,0.0,16.0,4.0,3.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,48.778999999999996,0.0,1,10,2013
16002,2015,237.0,4.0,0.0,77.0,2.0,0.0,16.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,57.083,0.0,1,10,2015
16002,2017,6042.0,4.0,0.0,79.0,2.0,0.0,16.0,4.0,3.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,85.0,57.083,85.0,1,10,2017
16002,2019,8951.0,4.0,0.0,81.0,2.0,0.0,16.0,4.0,2.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,59.48,0.0,1,10,2019
16002,2021,6906.0,4.0,0.0,83.0,2.0,0.0,16.0,4.0,4.0,1.0,11.0,5.0,0.0,0.0,60.0,0.0,0.0,59.48,0.0,1,10,2021
18003,2001,3258.0,27.0,2.0,44.0,1.0,0.0,18.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,43000.0,1400.0,26.331999999999997,1400.0,1,10,2001
18003,2003,5449.0,27.0,0.0,46.0,1.0,0.0,18.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,44553.0,3700.0,57.422,3700.0,1,10,2003
